/rds/apa/5524043134.html,"49.196369","-122.802504",$1100,2,1,900
/van/apa/5524043045.html,"49.239246","-123.050215",$1750,2,1,1400
/van/apa/5524041559.html,"49.261195","-123.103781",$1120,1,1,640
/bnc/apa/5516306856.html,"49.220510","-122.905451",$1200,2,1,1000
/van/apa/5517838754.html,"49.233741","-123.183475",$1550,1,1,600
/bnc/apa/5517835403.html,"49.233769","-123.183539",$1550,1,1,600
/van/apa/5515655757.html,"49.220211","-123.100691",$1150,2,1,950
/rch/apa/5517832248.html,"49.233783","-123.183539",$1550,1,1,600
/rds/apa/5500027260.html,"49.030504","-122.553750",$1450,2,1,1350
/bnc/apa/5524027915.html,"49.194914","-122.922666",$1650,2,2,973
/van/apa/5524032757.html,"49.284023","-123.061427",$950,1,1,750
/rds/apa/5524024121.html,"","",$950,2,1,1278
/bnc/apa/5517681928.html,"49.239424","-123.011883",$1200,2,1,1000
/van/apa/5524030180.html,"49.279280","-123.117173",$2400,2,2,850
/van/apa/5524028974.html,"49.254763","-123.129022",$2950,2,2.5,2300
/van/apa/5509750288.html,"49.208011","-123.137667",$900,1,1,800
/van/apa/5519511485.html,"49.276205","-123.128843",$2500,1,1.5,650
/rds/apa/5524025928.html,"49.181099","-122.839631",$1100,1,1,650
/pml/apa/5524025524.html,"49.205211","-122.659638",$1200,2,1,900
/van/apa/5524025383.html,"49.255016","-123.109726",$3990,4,3.5,3281
/van/apa/5524024402.html,"49.288342","-123.122890",$3990,2,2,1010
/nvn/apa/5524022073.html,"49.291162","-123.132808",$2850,1,1,830
/van/apa/5524020897.html,"49.262432","-123.155352",$1850,1,1,708
/van/apa/5493196889.html,"49.275195","-123.131161",$1950,1,1,718
/van/apa/5511908895.html,"49.250113","-123.176143",$3200,2,1.5,960
/rds/apa/5524010706.html,"49.068668","-122.548057",$1400,2,1,1243
/pml/apa/5524008146.html,"49.270123","-122.749137",$995,1,1,928
/pml/apa/5524006659.html,"49.264990","-122.767202",$1425,3,2,1055
/rds/apa/5524005103.html,"49.114204","-122.721703",$1900,3,1.5,2000
/nvn/apa/5502371268.html,,,$3650,4,2,2500
/van/apa/5503305866.html,"49.226963","-123.150904",$3500,5,2,3000
/bnc/apa/5520824739.html,"49.265788","-122.993059",$2195,2,2,917
/pml/apa/5523999153.html,"49.309367","-122.781906",$950,2,1,900
/rds/apa/5523998665.html,"49.062085","-122.802601",$1800,2,2,850
/van/apa/5520566469.html,"49.274759","-123.131816",$2300,1,2,960
/rds/apa/5523994281.html,"49.079100","-122.755300",$750,1,1,open house dates
/rds/apa/5523992348.html,"49.079100","-122.755300",$750,1,1,open house dates
/van/apa/5523991878.html,"49.287628","-123.138120",$1200,1,1,600
/rds/apa/5523989759.html,"49.024376","-123.071337",$1600,1,1,open house dates
/pml/apa/5523986618.html,"49.317263","-122.793888",$1200,2,1,950
/bnc/apa/5523980631.html,"49.265718","-122.980825",$1500,2,2,1400
/pml/apa/5523965560.html,"49.271149","-122.756124",$1050,2,1,1000
/pml/apa/5523964991.html,"49.297357","-122.797369",$1150,2,1,1018
/van/apa/5523964605.html,"49.256121","-123.119520",$950,0,1,200
/van/apa/5523964560.html,"50.583800","-125.179300",$1100,1,1,550
/van/apa/5523959832.html,"49.240280","-123.088992",$1350,2,1,850
/van/apa/5506277438.html,"49.291207","-123.141746",$3000,2,2,1100
/van/apa/5507842609.html,"49.243597","-123.153463",$1800,1,1,700
/rds/apa/5523956232.html,"49.180834","-122.878861",$1400,3,1,1200
/van/apa/5496291491.html,"","",$1400,2,1,860
/van/apa/5523947125.html,"49.281717","-123.137319",$2500,2,2,814
/rds/apa/5523945351.html,"49.180825","-122.878833",$1600,3,2,1300
/van/apa/5523939711.html,"49.254054","-123.052390",$1250,1,1,700
/rds/apa/5523938668.html,"49.123966","-122.691472",$1950,2,2,990
/pml/apa/5519161341.html,"49.281707","-122.822142",$1595,3,1,950
/van/apa/5523933836.html,,,$900,1,1,650
/rds/apa/5523931126.html,"49.031516","-122.758432",$1800,4,2.5,3000
/van/apa/5523930469.html,"49.257806","-123.152061",$5000,2,2.5,1410
/bnc/apa/5517690915.html,"49.229089","-122.940702",$1600,2,1,1100
/pml/apa/5523927088.html,"49.278493","-122.735226",$750,1,1,600
/van/apa/5523924496.html,"49.212775","-123.115196",$2550,2,2,800
/van/apa/5523920557.html,"49.264640","-123.037090",$1200,1,1,850
/rch/apa/5517621837.html,"49.172542","-123.126096",$1400,2,1,1000
/bnc/apa/5518525441.html,"49.231382","-122.893885",$750,1,1,600
/van/apa/5520493721.html,"49.219387","-123.139781",$1500,2,1,1000
/pml/apa/5504042195.html,"49.272383","-122.763516",$1300,2,1,950
/rds/apa/5523913531.html,"49.123005","-122.674025",$1500,3,2,1900
/van/apa/5515067903.html,"49.279460","-123.137305",$1350,1,1,680
/nvn/apa/5523911247.html,"49.329289","-123.157275",$2800,2,1.5,900
/nvn/apa/5485558793.html,"49.328725","-123.153576",$2400,2,1,900
/bnc/apa/5479724705.html,,,$2200,4,2,2000
/nvn/apa/5505471144.html,"49.352070","-123.028311",$3100,4,1.5,2000
/van/apa/5523905368.html,"49.274549","-122.809478",$650,1,1,900
/rds/apa/5523903987.html,"49.274549","-122.809478",$650,1,1,900
/bnc/apa/5512826513.html,"49.279629","-122.905433",$1495,1,1,512
/van/apa/5498788634.html,"49.276482","-123.117359",$4650,3,2,1137
/van/apa/5516272875.html,"49.278800","-123.113900",$4695,2,1,718
